year,date,scientific_name,common_name,latitude,longitude,month
2024.0,2024-08-01,Acantopsis,,14.4007930756,100.5048446653,8.0
2024.0,2024-08-01,Lutjanus biguttatus,Twospot Snapper,7.7407377773,98.7784097716,8.0
2024.0,2024-08-01,Apogonidae,Cardinalfishes,6.5532974217,99.3401969321,8.0
2024.0,2024-08-01,Poecilia reticulata,Guppy,13.75185,100.4928366667,8.0
2024.0,2024-08-01,Anguilliformes,True Eels,10.0727294101,99.8010113004,8.0
2024.0,2024-08-01,Istigobius ornatus,Ornate Sandgoby,9.4692325758,100.0652426448,8.0
2024.0,2024-08-01,Gobiinae,,9.47013,100.0652388333,8.0
2024.0,2024-08-01,Trachinotus baillonii,Smallspotted Dart,7.7388912,98.7730767,8.0
2024.0,2024-08-01,Myrichthys colubrinus,Banded Snake Eel,7.7388923,98.7730873,8.0
2024.0,2024-08-01,Abudefduf vaigiensis,Indo-Pacific Sergeant Major,7.7389268,98.7730895,8.0
2024.0,2024-08-01,Aluterus scriptus,Scrawled Filefish,7.7389088,98.7730897,8.0
2024.0,2024-08-01,Ambassis kopsii,Singapore Glassy Perchlet,9.4700773028,100.0647570031,8.0
2024.0,2024-08-01,Heniochus acuminatus,Longfin Bannerfish,7.7390349808,98.7730618591,8.0
2024.0,2024-08-01,Abudefduf sexfasciatus,Scissortail Sergeant,7.7389415129,98.7730569931,8.0
2024.0,2024-08-01,Chaetodon lineolatus,Lined Butterflyfish,7.7389219,98.7731026,8.0
2024.0,2024-08-01,Scarus quoyi,Greenblotch Parrotfish,7.8152390363,98.7936259434,8.0
2024.0,2024-08-01,Bathygobius,,9.46942,100.066025,8.0
2024.0,2024-08-01,Gerres,Silverbiddies,9.4690583041,100.0660729284,8.0
2024.0,2024-08-01,Zanclus cornutus,Moorish Idol,7.6811959281,98.7643596902,8.0
2024.0,2024-08-01,Balistoides conspicillum,Clown Triggerfish,13.7707967952,100.4939171024,8.0
2024.0,2024-08-01,Channa striata,Striped Snakehead,10.5942969489,104.1413871199,8.0
2024.0,2024-09-30,Salmo salar,Atlantic Salmon,12.6981666667,101.2677888889,9.0
2024.0,2024-09-30,Bagarius lica,,15.8083739806,100.9925407916,9.0
2024.0,2024-09-30,Sarotherodon melanotheron,Blackchin Tilapia,13.7296600342,100.4856491086,9.0
2024.0,2024-09-29,Lepidocephalichthys berdmorei,,18.3731360997,97.8906458997,9.0
2024.0,2024-09-29,Epinephelus bleekeri,Duskytail Grouper,12.6203457567,100.9992863088,9.0
2024.0,2024-09-29,Channa limbata,,19.359305,98.4452883333,9.0
2024.0,2024-09-29,Channa striata,Striped Snakehead,13.6738440562,100.5497656361,9.0
2024.0,2024-09-29,Zenarchopterus,,13.6693522612,100.5584785159,9.0
2024.0,2024-09-29,Eubleekeria splendens,Blacktip Ponyfish,8.0249366667,98.2899475,9.0
2024.0,2024-09-29,Platax orbicularis,Round Batfish,8.0280170278,98.2889327778,9.0
2024.0,2024-09-29,Drepane punctata,Spotted Sicklefish,8.0071182222,98.2923736389,9.0
2024.0,2024-09-28,Halichoeres nigrescens,Bubblefin Wrasse,9.580826931,99.9544367194,9.0
2024.0,2024-09-28,Clarias,,8.5486844133,99.8601835594,9.0
2024.0,2024-09-28,Balitoropsis zollingeri,,8.5486844133,99.8601835594,9.0
2024.0,2024-09-28,Pao turgidus,Chameleon Puffer,8.5486844133,99.8601835594,9.0
2024.0,2024-09-28,Pristolepis fasciata,Malayan Leaffish,8.5486844133,99.8601835594,9.0
2024.0,2024-09-28,Chanda siamensis,Siamese glassfish,8.5486844133,99.8601835594,9.0
2024.0,2024-09-28,Gerres,Silverbiddies,10.5210962294,99.2375564575,9.0
2024.0,2024-09-28,Actinopterygii,Ray-finned Fishes,10.5210962294,99.2375564575,9.0
2024.0,2024-09-28,Carangidae,Jacks,10.5209980008,99.2374801633,9.0
2024.0,2024-09-28,Nuchequula,,10.5209980008,99.2374801633,9.0
2024.0,2024-09-28,Eubleekeria,,10.5209980008,99.2374801633,9.0
2024.0,2024-09-28,Leiognathinae,,10.5209980008,99.2374801633,9.0
2024.0,2024-09-28,Eubleekeria,,10.5210170744,99.2375183103,9.0
2024.0,2024-09-28,Eubleekeria,,10.5210170744,99.2375183103,9.0
2024.0,2024-09-28,Istiophorus platypterus,Sailfish,11.1394715463,99.5832224334,9.0
2024.0,2024-09-28,Terapon jarbua,Crescent Grunter,12.9574972222,100.8838972222,9.0
2024.0,2024-09-28,Cichlidae,Cichlids,18.3426402576,99.3268637888,9.0
2024.0,2024-09-28,Tylosurus crocodilus,Houndfish,9.65741539,99.6662139892,9.0
2024.0,2024-09-27,Muraenesox cinereus,Daggertooth Pike-conger,13.7853116667,100.3978416667,9.0
2024.0,2024-09-27,Clarias gariepinus,Sharptooth Catfish,13.8306997447,100.5429780184,9.0
2024.0,2024-09-27,Osteomugil,,7.8678850556,98.3998336667,9.0
2024.0,2024-09-26,Neolissochilus soroides,Golden Mahseer Barb,8.5123665876,99.7410089333,9.0
2024.0,2024-09-26,Siluriformes,Catfishes,13.6327553903,100.5344566206,9.0
2024.0,2024-09-26,Aplocheilus armatus,Whitespot,9.0796449227,98.2811708003,9.0
2024.0,2024-09-26,Epinephelus,,10.3362716667,103.8534466667,9.0
2024.0,2024-09-26,Caesio cuning,Yellowtail Fusilier,10.3362616667,103.8534466667,9.0
2024.0,2024-09-26,Trachinotus,Pompanos,10.3362616667,103.8534466667,9.0
2024.0,2024-09-26,Platax orbicularis,Round Batfish,10.339345,103.85437,9.0
2024.0,2024-09-26,Boleophthalmus boddarti,Boddart's Blue-spotted Mudskipper,6.8804921163,101.2851480948,9.0
2024.0,2024-09-26,Pangasianodon gigas,Mekong Giant Catfish,14.8321576591,100.2811463655,9.0
2024.0,2024-09-26,Wallago attu,Wallago,14.8452714497,100.3344185675,9.0
2024.0,2024-09-26,Labeo chrysophekadion,Black Sharkminnow,14.8944724752,100.3963940218,9.0
2024.0,2024-09-25,Striuntius lateristriga,Spanner Barb,8.4909526808,99.812316522,9.0
2024.0,2024-09-25,Danioninae,Danionins,8.4907579167,99.8124236944,9.0
2024.0,2024-09-25,Cyprinidae,Cyprinids,8.4907350278,99.8123855556,9.0
2024.0,2024-09-25,Neolissochilus soroides,Golden Mahseer Barb,8.4635940186,99.8080047855,9.0
2024.0,2024-09-25,Striuntius lateristriga,Spanner Barb,8.4907550556,99.8123855556,9.0
2024.0,2024-09-25,Devario regina,Queen Danio,8.4909410748,99.8116989434,9.0
2024.0,2024-09-25,Probarbus,,13.8267715,100.5641175,9.0
2024.0,2024-09-25,Sphyraena barracuda,Great Barracuda,10.0925922193,99.8019211886,9.0
2024.0,2024-09-25,Sphyraena flavicauda,Yellowtail Barracuda,10.0925922193,99.8019211886,9.0
2024.0,2024-09-25,Diodon,,10.0925922193,99.8019211886,9.0
2024.0,2024-09-25,Diodon liturosus,Blackblotched Porcupinefish,10.0925922193,99.8019211886,9.0
2024.0,2024-09-25,Flavocaranx bajad,Orange-spotted Trevally,10.0925922193,99.8019211886,9.0
2024.0,2024-09-25,Epinephelus fuscoguttatus,Flowery Rockcod,10.104814539,99.9786525043,9.0
2024.0,2024-09-25,Pomacanthus annularis,Bluering Angelfish,10.0925922193,99.8019211886,9.0
2024.0,2024-09-25,Pterocaesio chrysozona,Yellowband Fusilier,10.0925922193,99.8019211886,9.0
2024.0,2024-09-25,Amphiprion perideraion,Pink Skunk Anemonefish,10.0925922193,99.8019211886,9.0
2024.0,2024-09-25,Scolopsis vosmeri,Whitecheek Monocle Bream,10.0925922193,99.8019211886,9.0
2024.0,2024-09-25,Pomacentrus coelestis,Neon Damselfish,10.0925922193,99.8019211886,9.0
2024.0,2024-09-25,Epinephelidae,Groupers,10.1983343771,99.8521051258,9.0
2024.0,2024-09-25,Neopomacentrus cyanomos,Regal Demoiselle,10.0925922193,99.8019211886,9.0
2024.0,2024-09-25,Cephalopholis boenak,Chocolate Grouper,10.0925922193,99.8019211886,9.0
2024.0,2024-09-25,Labriformes,Wrasses and allies,10.0925922193,99.8019211886,9.0
2024.0,2024-09-25,Amblyglyphidodon aureus,Golden Damselfish,10.0925922193,99.8019211886,9.0
2024.0,2024-09-25,Chaetodon wiebeli,Hong Kong Butterflyfish,10.0925922193,99.8019211886,9.0
2024.0,2024-09-25,Scarus rivulatus,Surf Parrotfish,10.0925922193,99.8019211886,9.0
2024.0,2024-09-25,Scarus ghobban,Blue-barred Parrotfish,10.0925922193,99.8019211886,9.0
2024.0,2024-09-25,Cheilinus fasciatus,Redbreast Maori Wrasse,10.0925922193,99.8019211886,9.0
2024.0,2024-09-25,Diagramma pictum,Painted Sweetlips,10.0925922193,99.8019211886,9.0
2024.0,2024-09-25,Lethrinus lentjan,Redspot Emperor,10.0925922193,99.8019211886,9.0
2024.0,2024-09-25,Siganus javus,Java Rabbitfish,10.0925922193,99.8019211886,9.0
2024.0,2024-09-25,Epinephelidae,Groupers,10.1693855955,99.9440906056,9.0
2024.0,2024-09-25,Diploprion bifasciatus,Barred Soapfish,10.0925922193,99.8019211886,9.0
2024.0,2024-09-25,Heniochus acuminatus,Longfin Bannerfish,10.0925922193,99.8019211886,9.0
2024.0,2024-09-25,Lutjanus vitta,Brownstripe Snapper,10.0925922193,99.8019211886,9.0
2024.0,2024-09-25,Sargocentron rubrum,Red Squirrelfish,9.9689392033,99.6551269172,9.0
2024.0,2024-09-25,Oreochromis niloticus,Nile Tilapia,13.5769701003,100.4406433103,9.0
2024.0,2024-09-25,Mayaheros urophthalmus,Mayan Cichlid,13.5763816833,100.4410095214,9.0
2024.0,2024-09-25,Gambusia affinis,Western Mosquitofish,13.5769619856,100.4406353717,9.0
2024.0,2024-09-25,Oreochromis,Tilapias,13.5769619856,100.4406353717,9.0
2024.0,2024-09-25,Mayaheros urophthalmus,Mayan Cichlid,13.5766062156,100.4412904095,9.0
2024.0,2024-09-24,Osphronemus goramy,Giant Gourami,9.5711872467,100.0668130199,9.0
2024.0,2024-09-24,Clarias,,9.5711465551,100.0669200068,9.0
2024.0,2024-09-24,Torinae,"Mahseers, Yellowfishes and Allies",8.4659461982,99.9332738023,9.0
2024.0,2024-09-24,Poecilia reticulata,Guppy,17.6104666667,98.4759616667,9.0
2024.0,2024-09-24,Cyprinus rubrofuscus,Amur Carp,13.7129916667,100.5377666667,9.0
2024.0,2024-09-24,Labeo rohita,Rohu,13.8064189881,100.5499585341,9.0
2024.0,2024-09-24,Barbonymus schwanefeldii,Tinfoil Barb,14.890521123,100.4069277272,9.0
2024.0,2024-09-24,Pangasius,,14.8905191789,100.4069220275,9.0
2024.0,2024-09-24,Puntioplites proctozysron,,14.8905256593,100.4069206864,9.0
2024.0,2024-09-24,Mastacembelus armatus,Tire Track Eel,14.8905175589,100.4069210216,9.0
2024.0,2024-09-23,Actinopterygii,Ray-finned Fishes,10.1173733494,99.8119667569,9.0
2024.0,2024-09-23,Pseudomystus siamensis,Bumblebee catfish,13.3678877019,101.6138768569,9.0
2024.0,2024-09-23,Actinopterygii,Ray-finned Fishes,15.9697116667,99.836175,9.0
2024.0,2024-09-23,Cyprinus carpio,European Carp,13.7892453581,100.3242084011,9.0
2024.0,2024-09-23,Anabas testudineus,Climbing Perch,18.5214267032,98.9597944915,9.0
2024.0,2024-09-23,Systomus rubripinnis,Javaen Barb,18.5214254315,98.9597941563,9.0
2024.0,2024-09-23,Trichopodus microlepis,Moonlight Gourami,18.5214235241,98.9597924799,9.0
2024.0,2024-09-23,Gymnothorax javanicus,Giant Moray,7.5933535968,98.3502033481,9.0
2024.0,2024-09-23,Psettodes erumei,Indian Halibut,9.5854966667,99.9832,9.0
2024.0,2024-09-23,Cheilinus undulatus,Napoleon Wrasse,13.7468297458,100.5349281058,9.0
2024.0,2024-09-23,Rhinopias,,13.7468297458,100.5349281058,9.0
2024.0,2024-09-22,Rasbora paviana,Sidestripe rasbora,12.0494824,102.3897004,9.0
2024.0,2024-09-22,Oxyeleotris marmorata,Marbled Goby,13.7253361111,101.2045277778,9.0
2024.0,2024-09-22,Siluriformes,Catfishes,13.7253277778,101.2044916667,9.0
2024.0,2024-09-22,Pangasius elongatus,,13.7253277778,101.2044944444,9.0
2024.0,2024-09-22,Halichoeres chloropterus,Pastel-green Wrasse,13.3378880605,100.9497610293,9.0
2024.0,2024-09-22,Hemibagrus wyckioides,Asian Redtail Catfish,16.2321694444,103.2772472222,9.0
2024.0,2024-09-22,Trichopsis vittata,Croaking Gourami,16.2283297059,103.2789179927,9.0
2024.0,2024-09-22,Aplocheilus armatus,Whitespot,13.8543923994,100.4135890469,9.0
2024.0,2024-09-22,Channa micropeltes,Giant Snakehead,18.7623631954,98.9336306322,9.0
2024.0,2024-09-22,Channa micropeltes,Giant Snakehead,18.7624482044,98.9336843958,9.0
2024.0,2024-09-22,Trichopsis vittata,Croaking Gourami,18.7617743892,98.9346869814,9.0
2024.0,2024-09-22,Synanceia verrucosa,Reef Stonefish,13.1829770334,101.0764996894,9.0
2024.0,2024-09-22,Trichopsis vittata,Croaking Gourami,18.7621968532,98.9337831244,9.0
2024.0,2024-09-22,Actinopterygii,Ray-finned Fishes,18.7623218726,98.9338001143,9.0
2024.0,2024-09-22,Actinopterygii,Ray-finned Fishes,18.7622641632,98.9337613061,9.0
2024.0,2024-09-22,Chanda siamensis,Siamese glassfish,16.2320270278,103.2802352778,9.0
2024.0,2024-09-22,Actinopterygii,Ray-finned Fishes,16.2320270278,103.2802352778,9.0
2024.0,2024-09-22,Channa striata,Striped Snakehead,18.7622401072,98.9337559417,9.0
2024.0,2024-09-22,Trichopsis vittata,Croaking Gourami,18.762295,98.9338216667,9.0
2024.0,2024-09-22,Anabantiformes,"Leaffishes, Snakeheads, and Gouramis",18.7622724936,98.9337491617,9.0
2024.0,2024-09-22,Channa striata,Striped Snakehead,18.76231101,98.93366766,9.0
2024.0,2024-09-22,Channa micropeltes,Giant Snakehead,18.7624743,98.9335690997,9.0
2024.0,2024-09-22,Channa striata,Striped Snakehead,18.7641475,98.9365751,9.0
2024.0,2024-09-22,Ariidae,Sea Catfishes,12.6970668984,101.712511964,9.0
2024.0,2024-09-22,Paralaubuca,,16.2296603624,103.2785458803,9.0
2024.0,2024-09-22,Parambassis apogonoides,Iridescent Glassy Perchlet,16.2319664785,103.2791423487,9.0
2024.0,2024-09-22,Oreochromis niloticus,Nile Tilapia,18.76228,98.93507,9.0
2024.0,2024-09-22,Actinopterygii,Ray-finned Fishes,12.6968666667,101.7115383333,9.0
2024.0,2024-09-22,Ariidae,Sea Catfishes,12.696752,101.710605,9.0
2024.0,2024-09-22,Toxotes chatareus,Spotted Archerfish,16.2320499167,103.2798766944,9.0
2024.0,2024-09-22,Channa striata,Striped Snakehead,18.7623366667,98.9349816667,9.0
2024.0,2024-09-22,Channa striata,Striped Snakehead,18.7620551087,98.934762495,9.0
2024.0,2024-09-22,Actinopterygii,Ray-finned Fishes,12.6966879067,101.7104746778,9.0
2024.0,2024-09-22,Channa striata,Striped Snakehead,18.7620342397,98.9347222403,9.0
2024.0,2024-09-22,Channa striata,Striped Snakehead,18.7620660999,98.9347818682,9.0
2024.0,2024-09-22,Anabantiformes,"Leaffishes, Snakeheads, and Gouramis",18.7620571116,98.9347739932,9.0
2024.0,2024-09-22,Channa striata,Striped Snakehead,18.7620366667,98.9347383333,9.0
2024.0,2024-09-22,Oxyeleotris marmorata,Marbled Goby,18.76229369,98.93494596,9.0
2024.0,2024-09-22,Arius,,12.6965669722,101.7086259722,9.0
2024.0,2024-09-22,Channa striata,Striped Snakehead,18.7620720299,98.9347749973,9.0
2024.0,2024-09-22,Batrachoididae,Toadfishes,12.6965099722,101.708685,9.0
2024.0,2024-09-22,Gobioidei,Gobies and allies,18.76227762,98.93496448,9.0
2024.0,2024-09-22,Oxyeleotris marmorata,Marbled Goby,18.76232,98.9349433333,9.0
2024.0,2024-09-22,Ariidae,Sea Catfishes,12.6968377163,101.7065089689,9.0
2024.0,2024-09-22,Actinopterygii,Ray-finned Fishes,12.6961865817,101.7057373247,9.0
2024.0,2024-09-22,Batrachoididae,Toadfishes,12.6962420149,101.7081427501,9.0
2024.0,2024-09-22,Oxyeleotris marmorata,Marbled Goby,18.7625098787,98.93545839,9.0
2024.0,2024-09-22,Oxyeleotris marmorata,Marbled Goby,18.7623155443,98.9349148236,9.0
2024.0,2024-09-22,Channa striata,Striped Snakehead,18.7623246387,98.9349732455,9.0
2024.0,2024-09-22,Channa striata,Striped Snakehead,18.7621970716,98.9349315001,9.0
2024.0,2024-09-22,Oxyeleotris marmorata,Marbled Goby,18.7622083333,98.9349533333,9.0
2024.0,2024-09-22,Oxyeleotris marmorata,Marbled Goby,18.7622403891,98.9350287059,9.0
2024.0,2024-09-22,Oxyeleotris marmorata,Marbled Goby,18.762225,98.9349216667,9.0
2024.0,2024-09-22,Oxyeleotris marmorata,Marbled Goby,18.7622286854,98.9349414783,9.0
2024.0,2024-09-22,Oxyeleotris marmorata,Marbled Goby,18.7622600561,98.9350196812,9.0
2024.0,2024-09-22,Actinopterygii,Ray-finned Fishes,18.7616366,98.9349151,9.0
2024.0,2024-09-22,Oxyeleotris marmorata,Marbled Goby,18.7623466667,98.935105,9.0
2024.0,2024-09-22,Periophthalmodon schlosseri,Giant Mudskipper,13.5172594,100.6549268,9.0
2024.0,2024-09-22,Boleophthalmus boddarti,Boddart's Blue-spotted Mudskipper,13.5172594,100.6549268,9.0
2024.0,2024-09-22,Plectorhinchus,,10.0898970875,99.8048465699,9.0
2024.0,2024-09-22,Cheilinus fasciatus,Redbreast Maori Wrasse,10.0942291697,99.7940386087,9.0
2024.0,2024-09-22,Abudefduf bengalensis,Bengal Sergeant,10.1000135506,99.8101828247,9.0
2024.0,2024-09-22,Epinephelus fasciatus,Blacktip Grouper,10.104949535,99.8060944676,9.0
2024.0,2024-09-22,Diodon hystrix,Spotted Porcupinefish,10.093707963,99.8149943724,9.0
2024.0,2024-09-22,Scarus rivulatus,Surf Parrotfish,10.102594769,99.8100037873,9.0
2024.0,2024-09-22,Pomacentrinae,Typical Damselfishes and Anemonefishes,10.098301419,99.7861787304,9.0
2024.0,2024-09-22,Toxotes chatareus,Spotted Archerfish,18.7621076848,98.934722878,9.0
2024.0,2024-09-22,Channa striata,Striped Snakehead,18.7619389309,98.9344826486,9.0
2024.0,2024-09-22,Sarotherodon melanotheron,Blackchin Tilapia,12.7077383333,101.70375,9.0
2024.0,2024-09-22,Lates calcarifer,Barramundi,12.7081916834,101.7039473187,9.0
2024.0,2024-09-22,Plotosus canius,Eel Catfish,12.7082309723,101.7036437988,9.0
2024.0,2024-09-22,Siganus javus,Java Rabbitfish,10.0833840006,99.8077835888,9.0
2024.0,2024-09-22,Arothron nigropunctatus,Blackspotted Puffer,10.09530789,99.7419088706,9.0
2024.0,2024-09-22,Chaetodon wiebeli,Hong Kong Butterflyfish,10.1189269312,99.7967499867,9.0
2024.0,2024-09-22,Heniochus,Bannerfishes,10.089528706,99.7905037925,9.0
2024.0,2024-09-22,Plectorhinchus flavomaculatus,Goldspotted Sweetlips,10.0861020115,99.7785099596,9.0
2024.0,2024-09-22,Sarotherodon melanotheron,Blackchin Tilapia,12.7077539722,101.703725,9.0
2024.0,2024-09-22,Oreochromis niloticus,Nile Tilapia,8.0001865997,98.292355,9.0
2024.0,2024-09-22,Siganus canaliculatus,White-spotted Rabbitfish,8.0142526389,98.2917709167,9.0
2024.0,2024-09-22,Barbonymus gonionotus,Java Barb,8.022265,98.2903598997,9.0
2024.0,2024-09-22,Plectropomus leopardus,Leopard Coralgrouper,10.0584079609,99.977159277,9.0
2024.0,2024-09-22,Chanda siamensis,Siamese glassfish,16.2296867026,103.278343454,9.0
2024.0,2024-09-22,Paralaubuca barroni,,16.2257477108,103.2807872817,9.0
2024.0,2024-09-22,Lepidocephalichthys,,16.2257477108,103.2807872817,9.0
2024.0,2024-09-22,Cyprinidae,Cyprinids,16.2257477108,103.2807872817,9.0
2024.0,2024-09-22,Crossocheilus reticulatus,Silver Flying Fox,16.2257477108,103.2807872817,9.0
2024.0,2024-09-22,Esomus metallicus,Striped Flying Barb,16.2257477108,103.2807872817,9.0
2024.0,2024-09-22,Opsarius koratensis,,16.2257477108,103.2807872817,9.0
2024.0,2024-09-22,Osteochilus melanopleura,,16.2257477108,103.2807872817,9.0
2024.0,2024-09-22,Barbonymus schwanefeldii,Tinfoil Barb,16.2257477108,103.2807872817,9.0
2024.0,2024-09-22,Clupeichthys aesarnensis,Thai River Sprat,16.2257477108,103.2807872817,9.0
2024.0,2024-09-22,Xenentodon canciloides,Indochinese Needlefish,16.2257477108,103.2807872817,9.0
2024.0,2024-09-22,Trichopsis vittata,Croaking Gourami,16.2257477108,103.2807872817,9.0
2024.0,2024-09-22,Oxyeleotris marmorata,Marbled Goby,16.2266960892,103.2795943692,9.0
2024.0,2024-09-22,Rasbora borapetensis,Red-tailed Rasbora,16.227466764,103.2791313529,9.0
2024.0,2024-09-22,Cyclocheilichthys apogon,Beardless barb,16.2273231882,103.2792386413,9.0
2024.0,2024-09-22,Acantopsis dinema,,16.2273846747,103.2791601866,9.0
2024.0,2024-09-22,Devario regina,Queen Danio,5.7024608105,101.4104923233,9.0
2024.0,2024-09-21,Brachirus,,16.2322406667,103.2776336667,9.0
2024.0,2024-09-21,Oxyeleotris marmorata,Marbled Goby,16.2321262222,103.27781675,9.0
2024.0,2024-09-21,Zenarchopterus buffonis,Northern River Garfish,12.7049359134,101.7172119757,9.0
2024.0,2024-09-21,Gobiopterus chuno,,12.707743,101.7160729722,9.0
2024.0,2024-09-21,Sarotherodon melanotheron,Blackchin Tilapia,12.7049019458,101.7173019251,9.0
2024.0,2024-09-21,Toxotes jaculatrix,Banded Archerfish,12.7031265,101.7052282,9.0
2024.0,2024-09-21,Ambassis,,12.707535,101.716361,9.0
2024.0,2024-09-21,Zenarchopterus buffonis,Northern River Garfish,12.707522,101.71639,9.0
2024.0,2024-09-21,Ambassidae,Asian Glassfishes,12.7075116667,101.7161666667,9.0
2024.0,2024-09-21,Pomacanthus sexstriatus,Sixband Angelfish,12.5945402344,100.9490641185,9.0
2024.0,2024-09-21,Zenarchopterus,,12.7106732997,101.7102098,9.0
2024.0,2024-09-21,Toxotes jaculatrix,Banded Archerfish,12.7093716,101.7077189997,9.0
2024.0,2024-09-21,Zenarchopterus buffonis,Northern River Garfish,12.7049359134,101.7172119757,9.0
2024.0,2024-09-21,Zenarchopterus buffonis,Northern River Garfish,12.7049359134,101.7172119757,9.0
2024.0,2024-09-21,Zenarchopterus buffonis,Northern River Garfish,12.7049359134,101.7172119757,9.0
2024.0,2024-09-21,Sarotherodon melanotheron,Blackchin Tilapia,12.7049359134,101.7172119757,9.0
2024.0,2024-09-21,Sarotherodon melanotheron,Blackchin Tilapia,12.7049359134,101.7172119757,9.0
2024.0,2024-09-21,Toxotes jaculatrix,Banded Archerfish,12.7026989708,101.7202606744,9.0
2024.0,2024-09-21,Toxotes jaculatrix,Banded Archerfish,12.7049359134,101.7172119757,9.0
2024.0,2024-09-21,Zenarchopterus buffonis,Northern River Garfish,12.7062179722,101.717539,9.0
2024.0,2024-09-21,Toxotes jaculatrix,Banded Archerfish,12.7062179722,101.717539,9.0
2024.0,2024-09-21,Zenarchopterus buffonis,Northern River Garfish,12.7076930179,101.7164150328,9.0
2024.0,2024-09-21,Zenarchopterus buffonis,Northern River Garfish,12.7076866667,101.7164133333,9.0
2024.0,2024-09-21,Zenarchopterus buffonis,Northern River Garfish,12.7077076,101.716414,9.0
2024.0,2024-09-21,Pethia,,19.7497500079,101.9926286883,9.0
2024.0,2024-09-21,Toxotes jaculatrix,Banded Archerfish,12.705345,101.717165,9.0
2024.0,2024-09-21,Strongylura strongylura,Blackspot Longtom,12.7062101182,101.7176245645,9.0
2024.0,2024-09-21,Clarias gariepinus × macrocephalus,Sharptooth × Broadhead Catfish,13.8394918204,102.6445867494,9.0
2024.0,2024-09-21,Systomus rubripinnis,Javaen Barb,13.8578902,100.8492922,9.0
2024.0,2024-09-21,Oreochromis niloticus,Nile Tilapia,12.9987127712,101.4482410625,9.0
2024.0,2024-09-21,Trichopsis vittata,Croaking Gourami,18.81005789,98.94850764,9.0
2024.0,2024-09-21,Poecilia reticulata,Guppy,18.8101059229,98.9486294612,9.0
2024.0,2024-09-21,Beloniformes,"Needlefishes, Halfbeaks, and Allies",18.8101528937,98.9486556128,9.0
2024.0,2024-09-21,Trichopsis vittata,Croaking Gourami,18.8100668276,98.9485210832,9.0
2024.0,2024-09-21,Beloniformes,"Needlefishes, Halfbeaks, and Allies",18.8101124,98.94867479,9.0
2024.0,2024-09-21,Actinopterygii,Ray-finned Fishes,18.8102528651,98.9485597238,9.0
2024.0,2024-09-21,Actinopterygii,Ray-finned Fishes,18.81009033,98.94845686,9.0
2024.0,2024-09-21,Dermogenys siamensis,Siamese Wrestling Halfbeak,18.81015575,98.9486586303,9.0
2024.0,2024-09-21,Trichopsis vittata,Croaking Gourami,18.8101251,98.9485056,9.0
2024.0,2024-09-21,Dermogenys siamensis,Siamese Wrestling Halfbeak,18.8101066667,98.9486666667,9.0
2024.0,2024-09-21,Actinopterygii,Ray-finned Fishes,18.81011821,98.94852828,9.0
2024.0,2024-09-21,Poecilia reticulata,Guppy,18.8100616,98.9484046997,9.0
2024.0,2024-09-21,Poecilia reticulata,Guppy,18.8100729883,98.9487471432,9.0
2024.0,2024-09-21,Dermogenys siamensis,Siamese Wrestling Halfbeak,18.8100784365,98.9487441258,9.0
2024.0,2024-09-21,Actinopterygii,Ray-finned Fishes,18.8101801,98.9487324,9.0
2024.0,2024-09-20,Esomus metallicus,Striped Flying Barb,18.3328429321,99.3577651525,9.0
2024.0,2024-09-20,Esomus metallicus,Striped Flying Barb,18.3328593463,99.357746377,9.0
2024.0,2024-09-20,Esomus metallicus,Striped Flying Barb,18.3326581376,99.3575447347,9.0
2024.0,2024-09-20,Esomus metallicus,Striped Flying Barb,18.3326464732,99.357535347,9.0
2024.0,2024-09-20,Gymnothorax favagineus,Laced Moray,8.0869333333,98.2854166667,9.0
2024.0,2024-09-20,Abudefduf sexfasciatus,Scissortail Sergeant,9.4906161652,100.0617022812,9.0
2024.0,2024-09-20,Pangasianodon hypophthalmus,Iridescent Shark,14.5015689023,100.4287826613,9.0
2024.0,2024-09-20,Pethia stoliczkana,Tic-tac-toe Barb,17.4295714153,98.4584801501,9.0
2024.0,2024-09-20,Lepidocephalichthys berdmorei,,17.4296373901,98.4585342597,9.0
2024.0,2024-09-20,Glyptothorax laosensis,,17.5275116812,98.4618092195,9.0
2024.0,2024-09-20,Diodon liturosus,Blackblotched Porcupinefish,10.476683836,99.3695786968,9.0
2024.0,2024-09-20,Oreochromis niloticus,Nile Tilapia,13.7295129,100.5560741063,9.0
2024.0,2024-09-20,Chelmon rostratus,Copperband Butterflyfish,10.476683836,99.3695786968,9.0
2024.0,2024-09-20,Schistura,,17.6058635,98.4067296,9.0
2024.0,2024-09-20,Scolopsis ciliata,Whitestreak Monocle Bream,10.476683836,99.3695786968,9.0
2024.0,2024-09-20,Clarias,,17.6088376899,98.4813473701,9.0
2024.0,2024-09-20,Chaetodon lineolatus,Lined Butterflyfish,7.4674694714,98.3103805541,9.0
2024.0,2024-09-20,Diodon holocanthus,Longspined Porcupinefish,7.4674694714,98.3103805541,9.0
2024.0,2024-09-20,Siganus javus,Java Rabbitfish,7.4674694714,98.3103805541,9.0
2024.0,2024-09-20,Platax teira,Longfin Batfish,7.4673003715,98.3122635901,9.0
2024.0,2024-09-20,Gymnothorax javanicus,Giant Moray,7.4770996417,98.318615061,9.0
2024.0,2024-09-20,Lutjanus biguttatus,Twospot Snapper,7.5863521428,98.3778120079,9.0
