scientific_name,common_name,image,fish_id
Hippocampus Barbouri,Barbour'S Seahorse,https://static.inaturalist.org/photos/790749/medium.jpg,1053
Pomacentrus Philippinus,Philippine Damsel,https://inaturalist-open-data.s3.amazonaws.com/photos/233059464/medium.jpg,1054
Centropyge Heraldi,Herald'S Angelfish,https://inaturalist-open-data.s3.amazonaws.com/photos/231070600/medium.jpeg,1055
Psammoperca Waigiensis,Waigieu Seaperch,https://inaturalist-open-data.s3.amazonaws.com/photos/6029192/medium.jpg,1056
Opistognathus Dendriticus,Dendritic Jawfish,https://inaturalist-open-data.s3.amazonaws.com/photos/256329607/medium.jpg,1057
Epinephelus Areolatus,Areolate Grouper,https://static.inaturalist.org/photos/223274644/medium.jpg,1058
Selaroides Leptolepis,Yellowstripe Scad,https://inaturalist-open-data.s3.amazonaws.com/photos/16807285/medium.jpeg,1059
Pleurosicya Muscarum,Sinularia Ghostgoby,https://inaturalist-open-data.s3.amazonaws.com/photos/59034153/medium.jpeg,1060
Neopomacentrus Cyanomos,Regal Demoiselle,https://inaturalist-open-data.s3.amazonaws.com/photos/2976855/medium.jpg,1061
Neopomacentrus Anabatoides,Silver Demoiselle,https://inaturalist-open-data.s3.amazonaws.com/photos/59036044/medium.jpeg,1062
Lethrinus Erythropterus,Longfin Emperor,https://inaturalist-open-data.s3.amazonaws.com/photos/38189129/medium.jpg,1063
Halichoeres Leucurus,Chain-Lined Wrasse,https://inaturalist-open-data.s3.amazonaws.com/photos/324406438/medium.jpg,1064
Liocranium Pleurostigma,Western Blackspot Waspfish,https://inaturalist-open-data.s3.amazonaws.com/photos/320967209/medium.jpeg,1065
Plectropomus Maculatus,Spotted Coral Grouper,https://inaturalist-open-data.s3.amazonaws.com/photos/120950936/medium.jpeg,1066
Eviota Storthynx,Rosy Eviota,https://inaturalist-open-data.s3.amazonaws.com/photos/719930/medium.jpg,1067
Ptereleotris,Ptereleotri,https://inaturalist-open-data.s3.amazonaws.com/photos/215963/medium.jpg,1068
Cryptocentrus Strigilliceps,Target Shrimpgoby,https://static.inaturalist.org/photos/59056732/medium.jpeg,1069
Valenciennea Randalli,Greenband Glidergoby,https://inaturalist-open-data.s3.amazonaws.com/photos/1678560/medium.jpg,1070
Siganus Javus,Java Rabbitfish,https://inaturalist-open-data.s3.amazonaws.com/photos/12916406/medium.jpeg,1071
Trimma Striatum,Redlined Pygmygoby,https://static.inaturalist.org/photos/59056763/medium.jpeg,1072
Siphamia Elongata,Elongate Siphonfish,https://inaturalist-open-data.s3.amazonaws.com/photos/19589779/medium.jpg,1073
Chrysiptera Parasema,Goldtail Demoiselle,https://inaturalist-open-data.s3.amazonaws.com/photos/59036069/medium.jpeg,1074
Pristicon Rhodopterus,Twobar Cardinalfish,https://inaturalist-open-data.s3.amazonaws.com/photos/720359/medium.jpg,1075
Apogonichthyoides Cathetogramma,Apogonichthyoides Cathetogramma,https://inaturalist-open-data.s3.amazonaws.com/photos/385132458/medium.jpg,1076
Pomacentrus Geminospilus,Sabah Damsel,https://inaturalist-open-data.s3.amazonaws.com/photos/59036179/medium.jpeg,1077
Ecsenius Tricolor,Tricolor Coralblenny,https://inaturalist-open-data.s3.amazonaws.com/photos/228173047/medium.jpg,1078
Eviota Bifasciata,Twostripe Eviota,https://inaturalist-open-data.s3.amazonaws.com/photos/36973588/medium.jpg,1079
Pomacentrus Cheraphilus,Silt Damselfish,https://inaturalist-open-data.s3.amazonaws.com/photos/216105637/medium.jpg,1080
Centriscinae,Centriscinae,https://inaturalist-open-data.s3.amazonaws.com/photos/218573/medium.jpg,1081
Lutjanus Carponotatus,Spanish Flag Snapper,https://inaturalist-open-data.s3.amazonaws.com/photos/45500707/medium.jpg,1082
Scolopsis Margaritifera,Pearly Monocle Bream,https://inaturalist-open-data.s3.amazonaws.com/photos/14997940/medium.jpg,1083
Scolopsis Monogramma,Rainbow Monocle Bream,https://inaturalist-open-data.s3.amazonaws.com/photos/2384725/medium.jpg,1084
Paraplotosus Albilabris,Whitelip Catfish,https://inaturalist-open-data.s3.amazonaws.com/photos/128400916/medium.jpeg,1085
Bodianus Anthioides,Lyretail Hogfish,https://inaturalist-open-data.s3.amazonaws.com/photos/61992331/medium.jpg,1086
Nemanthias Dispar,Redfin Anthia,https://inaturalist-open-data.s3.amazonaws.com/photos/598461/medium.jpg,1087
Epinephelus Spilotoceps,Foursaddle Grouper,https://inaturalist-open-data.s3.amazonaws.com/photos/104325091/medium.jpg,1088
Gracila Albomarginata,Masked Grouper,https://inaturalist-open-data.s3.amazonaws.com/photos/29545821/medium.jpg,1089
Forcipiger Longirostris,Longnose Butterflyfish,https://inaturalist-open-data.s3.amazonaws.com/photos/24779717/medium.jpg,1090
Pseudocheilinus Octotaenia,Eightline Wrasse,https://inaturalist-open-data.s3.amazonaws.com/photos/108941401/medium.jpg,1091
Bodianus Axillaris,Axilspot Hogfish,https://static.inaturalist.org/photos/11079304/medium.jpg,1092
Thalassoma Quinquevittatum,Fivestripe Wrasse,https://inaturalist-open-data.s3.amazonaws.com/photos/233628121/medium.jpg,1093
Aethaloperca Rogaa,Redmouth Grouper,https://inaturalist-open-data.s3.amazonaws.com/photos/256027122/medium.jpg,1094
Pycnochromis Lineatus,Lined Puller,https://inaturalist-open-data.s3.amazonaws.com/photos/37445828/medium.jpg,1095
Canthigaster Epilampra,Lantern Toby,https://static.inaturalist.org/photos/28857615/medium.jpg,1096
Gorgasia Preclara,Splendid Garden Eel,https://static.inaturalist.org/photos/59056830/medium.jpeg,1097
Hazeus Maculipinna,Hazeus Maculipinna,https://inaturalist-open-data.s3.amazonaws.com/photos/65635802/medium.jpg,1098
Katsuwonus Pelamis,Skipjack Tuna,https://inaturalist-open-data.s3.amazonaws.com/photos/31259311/medium.jpeg,1099
Scarus Schlegeli,Yellowbar Parrotfish,https://static.inaturalist.org/photos/28951687/medium.jpg,1100
Hazeus Ammophilus,Hazeus Ammophilu,https://inaturalist-open-data.s3.amazonaws.com/photos/237973307/medium.jpg,1101
Ostorhinchus Nanus,Tiny Cardinalfish,https://inaturalist-open-data.s3.amazonaws.com/photos/2425154/medium.jpg,1102
Tomiyamichthys Alleni,Allen'S Shrimpgoby,https://inaturalist-open-data.s3.amazonaws.com/photos/258076355/medium.jpg,1103
Pempheris Oualensis,Copper Sweeper,https://static.inaturalist.org/photos/69072112/medium.jpg,1104
Ariosoma Fasciatum,Barred Sand Conger,https://inaturalist-open-data.s3.amazonaws.com/photos/2185018/medium.JPG,1105
Antennatus Tuberosus,Tuberculate Anglerfish,https://inaturalist-open-data.s3.amazonaws.com/photos/117058220/medium.jpeg,1106
Pseudorhombus,Pseudorhombu,https://inaturalist-open-data.s3.amazonaws.com/photos/917856/medium.jpg,1107
Dactyloptena,Dactyloptena,https://inaturalist-open-data.s3.amazonaws.com/photos/68889/medium.jpg,1108
Carangoides,Carangoide,https://inaturalist-open-data.s3.amazonaws.com/photos/110015771/medium.jpg,1109
Carassius Auratus,Goldfish,https://inaturalist-open-data.s3.amazonaws.com/photos/184353021/medium.jpg,1110
Centrolophidae,Medusafish,https://inaturalist-open-data.s3.amazonaws.com/photos/44711169/medium.jpg,1111
Ostorhinchus Taeniophorus,Reef-Flat Cardinalfish,https://static.inaturalist.org/photos/6083031/medium.jpg,1112
Labroides Bicolor,Bicolor Cleaner Wrasse,https://inaturalist-open-data.s3.amazonaws.com/photos/62051209/medium.jpg,1113
Pseudanthias Luzonensis,Luzon Anthia,https://inaturalist-open-data.s3.amazonaws.com/photos/3856090/medium.jpg,1114
Chrysiptera Chrysocephala,Orange-Head Demoiselle,https://inaturalist-open-data.s3.amazonaws.com/photos/19044012/medium.jpg,1115
Neoniphon Sammara,Spotfin Squirrelfish,https://inaturalist-open-data.s3.amazonaws.com/photos/248071295/medium.jpeg,1116
Amanses Scopas,Broom Filefish,https://static.inaturalist.org/photos/29377185/medium.jpg,1117
Myripristis Hexagona,Double-Tooth Soldierfish,https://inaturalist-open-data.s3.amazonaws.com/photos/80620961/medium.jpeg,1118
Myripristis Kuntee,Pearly Soldierfish,https://static.inaturalist.org/photos/5726559/medium.jpg,1119
Plectroglyphidodon Leucozona,Whiteband Damsel,https://inaturalist-open-data.s3.amazonaws.com/photos/467123526/medium.jpg,1120
Coradion Altivelis,Highfin Coralfish,https://inaturalist-open-data.s3.amazonaws.com/photos/15473088/medium.jpg,1121
Gunnellichthys Monostigma,Onespot Wormfish,https://static.inaturalist.org/photos/28715237/medium.jpg,1122
Acanthurus Mata,Yellowmask Surgeonfish,https://inaturalist-open-data.s3.amazonaws.com/photos/109525205/medium.jpg,1123
Siluriformes,Catfish,https://static.inaturalist.org/photos/110555239/medium.jpg,1124
Lutjanus Timoriensis,Timor Snapper,https://inaturalist-open-data.s3.amazonaws.com/photos/280532420/medium.jpg,1125
Ostorhinchus Jenkinsi,Spotnape Cardinalfish,https://inaturalist-open-data.s3.amazonaws.com/photos/232523085/medium.jpg,1126
Heniochus Chrysostomus,Pennant Bannerfish,https://inaturalist-open-data.s3.amazonaws.com/photos/251695469/medium.jpg,1127
Pycnochromis Ovatiformis,Ovate Chromi,https://inaturalist-open-data.s3.amazonaws.com/photos/475308409/medium.jpg,1128
Paracheilinus,Flasher Wrasse,https://inaturalist-open-data.s3.amazonaws.com/photos/212607/medium.jpg,1129
Entomacrodus Decussatus,Wavyline Rockskipper,https://inaturalist-open-data.s3.amazonaws.com/photos/336610516/medium.jpg,1130
Sufflamen Fraenatum,Bridled Triggerfish,https://inaturalist-open-data.s3.amazonaws.com/photos/175013800/medium.jpeg,1131
Cantherhines Dumerilii,Barred Filefish,https://inaturalist-open-data.s3.amazonaws.com/photos/135410/medium.jpg,1132
Pteragogus,Pteragogu,https://inaturalist-open-data.s3.amazonaws.com/photos/2130590/medium.jpg,1133
Hologymnosus Annulatus,Ringed Slender Wrasse,https://inaturalist-open-data.s3.amazonaws.com/photos/935034/medium.jpg,1134
Nemipteridae,Threadfin Bream,https://inaturalist-open-data.s3.amazonaws.com/photos/18165964/medium.jpg,1135
Solegnathus Hardwickii,Pallid Pipehorse,https://static.inaturalist.org/photos/29059241/medium.jpg,1136
Tryssogobius,Tryssogobiu,https://static.inaturalist.org/photos/29030613/medium.jpg,1137
Atule Mate,Barred Yellowtail Scad,https://inaturalist-open-data.s3.amazonaws.com/photos/5920934/medium.jpg,1138
Priacanthidae,Bigeye,https://inaturalist-open-data.s3.amazonaws.com/photos/25469212/medium.jpeg,1139
Parupeneus Cyclostomus,Goldsaddle Goatfish,https://inaturalist-open-data.s3.amazonaws.com/photos/5889378/medium.jpg,1140
Plectropomus Areolatus,Squaretail Coralgrouper,https://inaturalist-open-data.s3.amazonaws.com/photos/251481093/medium.jpg,1141
Myrichthys Maculosus,Tiger Snake Eel,https://inaturalist-open-data.s3.amazonaws.com/photos/197090346/medium.jpg,1142
Mulloidichthys Vanicolensis,Yellowfin Goatfish,https://static.inaturalist.org/photos/8660435/medium.jpg,1143
Pleurosicya Elongata,Slender Spongegoby,https://inaturalist-open-data.s3.amazonaws.com/photos/257441334/medium.jpeg,1144
Solenostomus,Ghost Pipefish,https://inaturalist-open-data.s3.amazonaws.com/photos/157043/medium.jpg,1145
Istiblennius Colei,Istiblennius Colei,https://inaturalist-open-data.s3.amazonaws.com/photos/28067569/medium.jpg,1146
Cryptocentrus Inexplicatus,Inexplicable Shrimpgoby,https://inaturalist-open-data.s3.amazonaws.com/photos/107784641/medium.jpeg,1147
Scombridae,"Mackerels, Tunas, And Bonito",https://inaturalist-open-data.s3.amazonaws.com/photos/4091335/medium.jpg,1148
Nectamia,Nectamia,https://inaturalist-open-data.s3.amazonaws.com/photos/1423276/medium.jpg,1149
Trachurus Novaezelandiae,Yellowtail Scad,https://inaturalist-open-data.s3.amazonaws.com/photos/293232824/medium.jpg,1150
Diodon Hystrix,Spotted Porcupinefish,https://inaturalist-open-data.s3.amazonaws.com/photos/229031599/medium.jpg,1151
Polynemidae,Threadfin,https://inaturalist-open-data.s3.amazonaws.com/photos/184142828/medium.jpg,1152
Barbodes Sealei,Barbodes Sealei,https://static.inaturalist.org/photos/243631254/medium.jpeg,1153
Periophthalmus Chrysospilos,Gold-Spotted Mudskipper,https://static.inaturalist.org/photos/150666887/medium.jpg,1154
Ilisha,Ilisha,https://static.inaturalist.org/photos/23724521/medium.jpg,1155
Mahidolia Mystacina,Smiling Goby,https://inaturalist-open-data.s3.amazonaws.com/photos/258069851/medium.jpg,1156
Syngnathoides Biaculeatus,Double-End Pipehorse,https://static.inaturalist.org/photos/469701308/medium.jpg,1157
Dischistodus,Dischistodu,https://inaturalist-open-data.s3.amazonaws.com/photos/255776773/medium.jpg,1158
Barbonymus,Tinfoil Barb,https://inaturalist-open-data.s3.amazonaws.com/photos/71713966/medium.jpg,1159
Valenciennea Immaculata,Immaculate Glidergoby,https://inaturalist-open-data.s3.amazonaws.com/photos/69108802/medium.jpg,1160
Labeoninae,Labeoninae,https://inaturalist-open-data.s3.amazonaws.com/photos/94732882/medium.jpeg,1161
Strongylura Incisa,Reef Needlefish,https://inaturalist-open-data.s3.amazonaws.com/photos/277971574/medium.jpg,1162
Pristicon,Pristicon,https://inaturalist-open-data.s3.amazonaws.com/photos/3835997/medium.jpg,1163
Plotosus,Eel Catfish,https://inaturalist-open-data.s3.amazonaws.com/photos/156740/medium.jpg,1164
Barbodes Binotatus,Spotted Barb,https://inaturalist-open-data.s3.amazonaws.com/photos/350163083/medium.jpeg,1165
Hemiglyphidodon Plagiometopon,Lagoon Damsel,https://static.inaturalist.org/photos/59057125/medium.jpeg,1166
Altrichthys Azurelineatus,Azure Damsel,https://inaturalist-open-data.s3.amazonaws.com/photos/12378087/medium.jpg,1167
Sargocentron Rubrum,Red Squirrelfish,https://inaturalist-open-data.s3.amazonaws.com/photos/43093789/medium.jpeg,1168
Ostorhinchus Griffini,Hookfin Cardinalfish,https://static.inaturalist.org/photos/53136713/medium.jpg,1169
Lethrinidae,Emperor Bream,https://inaturalist-open-data.s3.amazonaws.com/photos/11975375/medium.jpeg,1170
Cyprinus,Typical Carp,https://inaturalist-open-data.s3.amazonaws.com/photos/13664607/medium.jpeg,1171
Parascolopsis Eriomma,Rosy Sea Perch,https://inaturalist-open-data.s3.amazonaws.com/photos/220440088/medium.jpg,1172
Scolopsis Taenioptera,Lattice Monocle Bream,https://inaturalist-open-data.s3.amazonaws.com/photos/415452628/medium.jpeg,1173
Ariosoma,Ariosoma,https://inaturalist-open-data.s3.amazonaws.com/photos/209984/medium.jpg,1174
Trichiurus,Trichiuru,https://inaturalist-open-data.s3.amazonaws.com/photos/1337695/medium.jpg,1175
Aphareus Furca,Smalltooth Jobfish,https://inaturalist-open-data.s3.amazonaws.com/photos/216974548/medium.jpeg,1176
Ariidae,Sea Catfish,https://inaturalist-open-data.s3.amazonaws.com/photos/28835982/medium.jpg,1177
Chaetodon Auriga × Lunula,Threadfin X Raccoon Butterflyfish,https://static.inaturalist.org/photos/27616407/medium.jpg,1178
Ambassis,Ambassi,https://inaturalist-open-data.s3.amazonaws.com/photos/60609412/medium.jpg,1179
Myersina Lachneri,Myersina Lachneri,https://inaturalist-open-data.s3.amazonaws.com/photos/64017466/medium.jpg,1180
Abalistes Stellatus,Starry Triggerfish,https://inaturalist-open-data.s3.amazonaws.com/photos/2424210/medium.jpg,1181
Sphyraena Flavicauda,Yellowtail Barracuda,https://inaturalist-open-data.s3.amazonaws.com/photos/36900962/medium.jpeg,1182
Heniochus Singularius,Singular Bannerfish,https://inaturalist-open-data.s3.amazonaws.com/photos/2382660/medium.jpg,1183
Plectorhinchus Pica,Dotted Sweetlip,https://inaturalist-open-data.s3.amazonaws.com/photos/42544117/medium.jpeg,1184
Chaetodon Reticulatus,Reticulate Butterflyfish,https://inaturalist-open-data.s3.amazonaws.com/photos/251614702/medium.jpg,1185
Amblyeleotris Masuii,Masui'S Shrimpgoby,https://static.inaturalist.org/photos/316037484/medium.jpg,1186
Lethrinus Erythracanthus,Orangespotted Emperor,https://inaturalist-open-data.s3.amazonaws.com/photos/43074444/medium.jpeg,1187
Neopomacentrus,Neopomacentru,https://inaturalist-open-data.s3.amazonaws.com/photos/720335/medium.jpg,1188
Plectropomus Leopardus,Leopard Coralgrouper,https://static.inaturalist.org/photos/216412385/medium.jpeg,1189
Macropharyngodon,Macropharyngodon,https://inaturalist-open-data.s3.amazonaws.com/photos/70934/medium.jpg,1190
Tomiyamichthys Lanceolatus,Lanceolate Shrimpgoby,https://static.inaturalist.org/photos/28748166/medium.jpg,1191
Chaetodon Semeion,Dotted Butterflyfish,https://static.inaturalist.org/photos/59057405/medium.jpeg,1192
Amphelikturus Dendriticus,Pipehorse,https://inaturalist-open-data.s3.amazonaws.com/photos/2324552/medium.jpeg,1193
Uropterygiinae,Snakemorays And Pygmy Moray,https://inaturalist-open-data.s3.amazonaws.com/photos/29410989/medium.jpg,1194
Pleurosicya Micheli,Stony Coral Ghostgoby,https://inaturalist-open-data.s3.amazonaws.com/photos/11939173/medium.jpg,1195
Plotosidae,Eeltail Catfish,https://static.inaturalist.org/photos/62778459/medium.jpg,1196
Periophthalmus Malaccensis,Periophthalmus Malaccensi,https://inaturalist-open-data.s3.amazonaws.com/photos/84822904/medium.jpg,1197
Scarus Rubroviolaceus,Redlip Parrotfish,https://inaturalist-open-data.s3.amazonaws.com/photos/58070748/medium.jpg,1198
Pterocaesio Tile,Neon Fusilier,https://inaturalist-open-data.s3.amazonaws.com/photos/610259/medium.jpg,1199
Tetraodontidae,Pufferfish,https://inaturalist-open-data.s3.amazonaws.com/photos/49402/medium.jpg,1200
Cirrhimuraena Playfairii,Cirrhimuraena Playfairii,https://static.inaturalist.org/photos/459222101/medium.jpg,1201
Chrysiptera Oxycephala,Bluespot Damselfish,https://inaturalist-open-data.s3.amazonaws.com/photos/255737598/medium.jpeg,1202
Saurida Tumbil,Common Saury,https://inaturalist-open-data.s3.amazonaws.com/photos/368835568/medium.jpg,1203
Bodianus Bilunulatus,Saddleback Hogfish,https://inaturalist-open-data.s3.amazonaws.com/photos/5312529/medium.jpg,1204
Upeneus Asymmetricus,Asymmetric Goatfish,https://static.inaturalist.org/photos/484808932/medium.jpg,1205
Naso Brachycentron,Humpback Unicornfish,https://inaturalist-open-data.s3.amazonaws.com/photos/912004/medium.jpg,1206
Trimma Macrophthalmus,Flame Goby,https://inaturalist-open-data.s3.amazonaws.com/photos/474567401/medium.jpg,1207
Macolor,Macolor,https://inaturalist-open-data.s3.amazonaws.com/photos/156951458/medium.jpeg,1208
Stolephorus Commersonnii,Commerson'S Anchovy,https://inaturalist-open-data.s3.amazonaws.com/photos/20662711/medium.jpeg,1209
Paracheilinus Angulatus,Angular Flasher Wrasse,https://inaturalist-open-data.s3.amazonaws.com/photos/19744356/medium.jpg,1210
Paracirrhites Arcatus,Arc-Eye Hawkfish,https://static.inaturalist.org/photos/29500262/medium.jpg,1211
Parupeneus Pleurostigma,Sidespot Goatfish,https://inaturalist-open-data.s3.amazonaws.com/photos/1653137/medium.jpg,1212
Taeniamia Macroptera,Duskytail Cardinalfish,https://inaturalist-open-data.s3.amazonaws.com/photos/256324666/medium.jpg,1213
Centriscus Cristatus,Smooth Razorfish,https://inaturalist-open-data.s3.amazonaws.com/photos/19744221/medium.jpg,1214
Pseudojuloides Splendens,Splendid Pencil Wrasse,https://inaturalist-open-data.s3.amazonaws.com/photos/29593413/medium.jpg,1215
Acanthurus Nigricauda,Eyeline Surgeonfish,https://inaturalist-open-data.s3.amazonaws.com/photos/356067982/medium.jpg,1216
Leptojulis Cyanopleura,Shoulderspot Wrasse,https://inaturalist-open-data.s3.amazonaws.com/photos/70659541/medium.jpeg,1217
Rhabdamia,Rhabdamia,https://inaturalist-open-data.s3.amazonaws.com/photos/329407864/medium.jpg,1218
Calotomus Spinidens,Spinytooth Parrotfish,https://static.inaturalist.org/photos/484096500/medium.jpg,1219
Valenciennea,Valenciennea,https://inaturalist-open-data.s3.amazonaws.com/photos/154205/medium.jpg,1220
Siphamia Tubifer,Urchin Cardinalfish,https://inaturalist-open-data.s3.amazonaws.com/photos/223177/medium.jpg,1221
Vanderhorstia Phaeosticta,Yellowfoot Shrimpgoby,https://inaturalist-open-data.s3.amazonaws.com/photos/2385630/medium.jpg,1222
Upeneus Elongatus,Upeneus Elongatu,https://inaturalist-open-data.s3.amazonaws.com/photos/19691959/medium.jpg,1223
Pristiapogon Kallopterus,Iridescent Cardinalfish,https://inaturalist-open-data.s3.amazonaws.com/photos/2528836/medium.jpg,1224
Lethrinus Ornatus,Ornate Emperor,https://inaturalist-open-data.s3.amazonaws.com/photos/299081922/medium.jpg,1225
Trimma Stobbsi,Stobbs' Pygmygoby,https://static.inaturalist.org/photos/29344308/medium.jpg,1226
Priolepis,Priolepi,https://inaturalist-open-data.s3.amazonaws.com/photos/68664/medium.jpg,1227
Oxycheilinus,Maori Wrasse,https://static.inaturalist.org/photos/115339681/medium.jpg,1228
Naso Brevirostris,Paletail Unicornfish,https://inaturalist-open-data.s3.amazonaws.com/photos/216728778/medium.jpg,1229
Gobiodon Quinquestrigatus,Fiveline Coralgoby,https://inaturalist-open-data.s3.amazonaws.com/photos/10420857/medium.jpg,1230
Lepidozygus Tapeinosoma,Fusilier Damsel,https://inaturalist-open-data.s3.amazonaws.com/photos/230839581/medium.jpg,1231
Myripristis Berndti,Bigscale Soldierfish,https://inaturalist-open-data.s3.amazonaws.com/photos/42362315/medium.jpeg,1232
Pervagor Janthinosoma,Blackbar Filefish,https://inaturalist-open-data.s3.amazonaws.com/photos/3848173/medium.jpg,1233
Myripristis Robusta,Robust Soldierfish,https://inaturalist-open-data.s3.amazonaws.com/photos/233059493/medium.jpg,1234
Acanthurus Thompsoni,Whitetail Surgeonfish,https://inaturalist-open-data.s3.amazonaws.com/photos/237347370/medium.jpg,1235
Pteragogus Enneacanthus,Cockerel Wrasse,https://inaturalist-open-data.s3.amazonaws.com/photos/233180036/medium.jpg,1236
Engyprosopon Macrolepis,Largescale Dwarf Flounder,https://inaturalist-open-data.s3.amazonaws.com/photos/19529535/medium.jpg,1237
Dunckerocampus Naia,Naia Pipefish,https://inaturalist-open-data.s3.amazonaws.com/photos/258071975/medium.jpeg,1238
Corythoichthys Amplexus,Redbanded Pipefish,https://static.inaturalist.org/photos/68163245/medium.jpg,1239
Halichoeres Binotopsis,Banded Rainbowfish,https://inaturalist-open-data.s3.amazonaws.com/photos/19529610/medium.jpg,1240
Upeneus Luzonius,Luzon Goatfish,https://inaturalist-open-data.s3.amazonaws.com/photos/19516174/medium.jpg,1241
Moolgarda Seheli,Bluespot Mullet,https://inaturalist-open-data.s3.amazonaws.com/photos/15611850/medium.jpg,1242
Enneapterygius,Enneapterygiu,https://inaturalist-open-data.s3.amazonaws.com/photos/12815593/medium.jpeg,1243
Cirrhitichthys Oxycephalus,Pixy Hawkfish,https://inaturalist-open-data.s3.amazonaws.com/photos/66327111/medium.jpg,1244
Heteroconger Polyzona,Banded Garden Eel,https://inaturalist-open-data.s3.amazonaws.com/photos/257440704/medium.jpeg,1245
Halicampus Brocki,Tasselled Pipefish,https://inaturalist-open-data.s3.amazonaws.com/photos/12512555/medium.jpg,1246
Fusigobius Humeralis,Sidespot Sandgoby,https://inaturalist-open-data.s3.amazonaws.com/photos/19313454/medium.jpg,1247
Eviota Rubrisparsa,Red-Speckled Dwarfgoby,https://inaturalist-open-data.s3.amazonaws.com/photos/14860376/medium.jpg,1248
Priacanthus Blochii,Bloch'S Bigeye,https://inaturalist-open-data.s3.amazonaws.com/photos/453118936/medium.jpg,1249
Cheilinus Oxycephalus,Snooty Wrasse,https://inaturalist-open-data.s3.amazonaws.com/photos/469602511/medium.jpg,1250
Cirrhilabrus Melanomarginatus,Blackfin Fairy Wrasse,https://static.inaturalist.org/photos/30390312/medium.jpg,1251
Encheliophis Gracilis,Graceful Pearlfish,https://static.inaturalist.org/photos/464169331/medium.jpg,1252
Myripristis Murdjan,Crimson Soldierfish,https://inaturalist-open-data.s3.amazonaws.com/photos/61388663/medium.jpg,1253
Bodianus Loxozonus,Blackfin Hogfish,https://inaturalist-open-data.s3.amazonaws.com/photos/213939/medium.jpg,1254
Chromis Alpha,Yellow-Speckled Chromi,https://inaturalist-open-data.s3.amazonaws.com/photos/19249629/medium.jpg,1255
Cephalopholis Spiloparaea,Strawberry Grouper,https://static.inaturalist.org/photos/30744424/medium.jpg,1256
Minous,Minou,https://inaturalist-open-data.s3.amazonaws.com/photos/219968/medium.jpg,1257
Opistognathus,Jawfish,https://inaturalist-open-data.s3.amazonaws.com/photos/127246/medium.jpg,1258
Trachinocephalus,Trachinocephalu,https://inaturalist-open-data.s3.amazonaws.com/photos/250171581/medium.jpg,1259
Enneapterygius Tutuilae,Highfin Threefin,https://inaturalist-open-data.s3.amazonaws.com/photos/19179645/medium.jpg,1260
Cephalopholis,Cephalopholi,https://inaturalist-open-data.s3.amazonaws.com/photos/4053475/medium.jpg,1261
Gymnocranius,Gymnocraniu,https://inaturalist-open-data.s3.amazonaws.com/photos/5831883/medium.jpg,1262
Anampses Meleagrides,Yellowtail Wrasse,https://static.inaturalist.org/photos/29092729/medium.jpg,1263
Nectamia Fusca,Ghost Cardinalfish,https://inaturalist-open-data.s3.amazonaws.com/photos/37778917/medium.jpg,1264
Halicampus Dunckeri,Ridgenose Pipefish,https://inaturalist-open-data.s3.amazonaws.com/photos/18390027/medium.jpg,1265
Julidinae,Rainbow Wrasses And Allie,https://inaturalist-open-data.s3.amazonaws.com/photos/235269202/medium.jpg,1266
Antennarius Hispidus,Shaggy Anglerfish,https://inaturalist-open-data.s3.amazonaws.com/photos/89235386/medium.jpg,1267
Ambassis Dussumieri,Barehead Glassfish,No image available,1268
Nemanthias Bicolor,Yellowback Basslet,https://inaturalist-open-data.s3.amazonaws.com/photos/71343/medium.jpg,1269
Eviota Shimadai,Shimada'S Pygmygoby,https://inaturalist-open-data.s3.amazonaws.com/photos/59035575/medium.jpeg,1270
Richardsonichthys Leucogaster,Whitebelly Roguefish,https://inaturalist-open-data.s3.amazonaws.com/photos/66300481/medium.jpg,1271
Antennarius Biocellatus,Brackish-Water Frogfish,https://inaturalist-open-data.s3.amazonaws.com/photos/167964914/medium.jpeg,1272
Amblyeleotris Ogasawarensis,Redspotted Shrimpgoby,https://static.inaturalist.org/photos/29344344/medium.jpg,1273
Paramonacanthus Sulcatus,Mudbank Filefish,https://inaturalist-open-data.s3.amazonaws.com/photos/47108534/medium.jpg,1274
Apterichtus Klazingai,Sharpsnout Snake Eel,https://inaturalist-open-data.s3.amazonaws.com/photos/15562232/medium.jpg,1275
Iniistius Bimaculatus,Twospot Razorfish,https://inaturalist-open-data.s3.amazonaws.com/photos/18824191/medium.jpg,1276
Cabillus,Cabillu,https://inaturalist-open-data.s3.amazonaws.com/photos/51772550/medium.jpg,1277
Hoplolatilus Fourmanoiri,Yellow-Spotted Tilefish,https://static.inaturalist.org/photos/480145343/medium.jpg,1278
Cosmocampus Maxweberi,Maxweber'S Pipefish,https://inaturalist-open-data.s3.amazonaws.com/photos/2374835/medium.jpg,1279
Leiuranus Semicinctus,Banded Snake Eel,https://inaturalist-open-data.s3.amazonaws.com/photos/224875414/medium.jpeg,1280
Cheilopogon Abei,Abe'S Flyingfish,https://static.inaturalist.org/photos/265172576/medium.jpeg,1281
Cheilopogon Spilonotopterus,Stained Flyingfish,https://static.inaturalist.org/photos/28924351/medium.jpg,1282
Sebastapistes Strongia,Barchin Scorpionfish,https://inaturalist-open-data.s3.amazonaws.com/photos/1691839/medium.jpg,1283
Ptereleotris Uroditaenia,Flagtail Dartgoby,https://static.inaturalist.org/photos/461014218/medium.jpg,1284
